pl_name,pl_hab,pl_orbper,pl_rade,pl_masse,pl_eqt,st_teff,sy_dist
K2-182 b,0,4.7369696,2.71257333,20.97667486,965.8,5128,154.83
K2-183 b,0,0.469269,2.59929571,,,5482,329.041
K2-183 c,0,10.792635,2.87,,787,5519,329.041
K2-183 d,0,22.631964,2.86,,615,5519,329.041
K2-184 b,0,16.9780102,1.47,,533,5245,75.5857
K2-185 b,0,10.616384,1.15,,809,5788,268.357
K2-185 c,0,52.713494,2.39,,477,5788,268.357
K2-186 b,0,41.474219,3.17207779,,,5784,330.739
K2-187 b,0,0.77392,1.3,,1815,5484,330.916
K2-187 c,0,2.872042,1.8,,1173,5484,330.916
K2-187 d,0,7.14921,3.17,,865,5484,330.916
K2-187 e,0,13.609878,2.38,,698,5484,330.916
K2-188 b,0,1.742169,1.35,,1692,5977,446.821
K2-188 c,0,7.810253,2.83,,1026,5977,446.821
K2-189 b,0,2.588309,1.52,,1197,5519,242.113
K2-189 c,0,6.679195,2.5,,872,5519,242.113
K2-19 b,0,7.921101,7.46,44,,5390,289.827
K2-19 c,0,11.90727,4.51,15.9,,5390,289.827
K2-19 d,0,2.50856,1.14,,1252,5430,289.827
K2-190 b,0,10.098858,1.35673729,,,5631,160.679
K2-190 c,0,21.574023,1.09308317,,,5631,160.679
K2-191 b,0,2.858646,1.57889322,,,5176,287.188
K2-192 b,0,4.162817,1.52,,939,5222,221.753
K2-193 b,0,14.786889,3.95,,739,5817,411.923
K2-194 b,0,39.721386,3.64229858,,,5979,629.51
K2-195 b,0,15.852975,3.13,,720,5713,315.014
K2-195 c,0,28.482786,2.57581891,,,5712,315.014
K2-196 b,0,48.324222,3.59970536,,,6045,584.877
K2-197 b,0,8.357881,2.56,,848,5667,247.637
K2-198 b,0,17.0428683,4.189,,715.8,5212.9,110.567
K2-198 c,0,3.3596055,1.423,,1229.9,5212.9,110.567
K2-198 d,0,7.4500177,2.438,,943.2,5212.9,110.567
K2-199 b,0,3.2253993,1.73,6.9,913,4491,107.518
K2-199 c,0,7.3744897,2.85,12.4,694,4491,107.518
K2-200 b,0,2.849883,1.3643987,,,5233,184.131
K2-201 b,0,1.05979,1.40006712,,,5507,197.932
K2-201 c,0,22.779878,3.28568401,,,5507,197.932
K2-2016-BLG-0005L b,0,4700,,349.6112477,,,5200
K2-202 b,0,3.405164,2.30165603,,,5491,300.397
K2-203 b,0,9.6952,1.26549392,,738.4,5026,166.147
K2-204 b,0,7.055908,3.17214154,,1148,5783,577.235
K2-205 b,0,26.672263,1.99552771,,,5890,405.301
K2-206 b,0,18.294549,2.79522879,,,5043,244.443
K2-207 b,0,12.48749,2.60585269,,,5522,363.064
K2-208 b,0,4.19097,1.67462172,,1122,5500,256.887
K2-209 b,0,2.080615,0.86850263,,,4720,76.4986
K2-21 b,0,9.32414,1.59,,500,4043,83.6448
K2-21 c,0,15.5012,1.92,,420,4043,83.6448
K2-210 b,0,0.570233,0.81864346,,,5396,176.51
K2-211 b,0,0.669561,1.33162691,,1873,5117,272.297
K2-212 b,0,9.79551,2.52,,542,4272,109.218
K2-213 b,0,8.13087,1.51398464,,,5794,389.702
K2-214 b,0,8.596802,2.43,,1006,5854,300.64
K2-215 b,0,8.269648,2.12381238,,,5704,403.964
K2-216 b,0,2.1748,1.75,8,1103,4503,115.461
K2-217 b,0,14.074524,3.57854073,,,5967,381.878
K2-218 b,0,8.679885,2.56948149,,,5757,394.083
K2-219 b,0,3.901287,1.34762583,,,5753,325.4
K2-219 c,0,6.66767,1.43839723,,,5753,325.4
K2-219 d,0,11.137278,2.57634456,,,5753,325.4
K2-22 b,0,0.381078,2.5,444.962,2100,3830,243.836
K2-220 b,0,13.683256,2.39,,758,5660,233.514
K2-221 b,0,2.399094,1.67890272,,,5716,318.81
K2-222 b,0,15.38857,2.35,8.7,871,5942,101.321
K2-223 b,0,0.50565,0.89,,2271,5835,198.604
K2-223 c,0,4.56327,1.57,,1091,5835,198.604
K2-224 b,0,4.47904,1.56,,1002,5620,275.255
K2-224 c,0,10.09489,2.41,,764,5620,275.255
K2-225 b,0,15.8723,3.60929179,,923,5520,357.778
K2-226 b,0,3.27109,1.53899305,,1187,5288,211.265
K2-227 b,0,13.621832,1.66551298,,,5673,187.234
K2-228 b,0,2.69828,1.21,,914,4715,129.46
K2-229 b,0,0.584249,1.164,2.59,1960,5185,102.564
K2-229 c,0,8.32834,2.12,21.3,800,5185,102.564
K2-230 b,0,2.86041,1.96,,1529,5945,540.773
K2-231 b,0,13.841901,2.5,,,5695,321.215
K2-232 b,0,11.168459,11.859122,123.00021,1001,5888,130.72
K2-233 b,0,2.467583,1.315,2.4,1127,4796,67.5062
K2-233 c,0,7.06024,1.272,4.6,794,4796,67.5062
K2-233 d,0,24.3681,2.363,10.3,525,4796,67.5062
K2-237 b,0,2.18053539,16.19697711,433.2001187,1828,6360,314.995
K2-238 b,0,3.20466,14.5717,273.3338,1587,5630,537.963
K2-239 b,0,5.24,1.1,,502,3420,31.0849
K2-239 c,0,7.775,1,,427,3420,31.0849
K2-239 d,0,10.115,1.1,,399,3420,31.0849
K2-24 b,0,20.8851,5.68,21,767,5743,170.562
K2-24 c,0,42.3633,7.82,27,606,5743,170.562
K2-240 b,0,6.034,2,,586,3810,72.9105
K2-240 c,0,20.523,1.8,,389,3810,72.9105
K2-241 b,0,26.8199,2.55,,507,5262,149.464
K2-242 b,0,6.51389,2.54,,416,3459,109.237
K2-243 b,0,11.54182,2.17,,1035,6570,266.864
K2-243 c,0,24.94598,2.01,,801,6570,266.864
K2-244 b,0,21.06884,1.75,,638,5677,212.902
K2-245 b,0,11.89307,4.34,,923,5793,456.064
K2-246 b,0,5.76918,3.49,,977,5610,703.616
K2-247 b,0,2.25021,2.12,,979,4667,258.113
K2-247 c,0,6.49424,2.19,,688,4667,258.113
K2-248 b,0,7.17256,2.57,,886,5528,406.254
K2-249 b,0,12.409,2.79,,1061,6504,521.716
K2-25 b,0,3.48456408,3.44,24.5,494,3207,44.9565
K2-250 b,0,4.01392,2.71257333,,1003,5003,414.708
K2-251 b,0,9.30075,2.35,,437,3717,147.03
K2-252 b,0,13.81513,1.74,,639,5152,228.839
K2-253 b,0,4.00167,12.67,,1238,6027,876.565
K2-254 b,0,4.09639,1.63,,791,4629,227.775
K2-254 c,0,12.11839,2.19,,551,4629,227.775
K2-255 b,0,1.96417,2.9,,1034,4676,191.608
K2-257 b,0,1.60588,0.83,,789,3725,64.0065
K2-258 b,0,19.0921,3,,831,6351,661.873
K2-259 b,0,15.48043,2.32,,795,6059,416.457
K2-26 b,0,14.5665,2.67,,430,3785,99.0504
K2-260 b,0,2.62669762,18.41635529,546.66486,2090,6860,663.834
K2-261 b,0,11.6334681,9.26982704,68.96876432,1036,5490,213.283
K2-263 b,0,50.818947,2.41,14.8,470,5368,162.481
K2-264 b,0,5.840002,2.231,,496,3660,185.605
K2-264 c,0,19.66365,2.77,,326,3580,185.605
K2-265 b,0,2.36902,1.70824866,7.3418362,1366,5420,138.671
K2-266 b,0,0.658524,3.3,,1515,4285,77.5586
K2-266 c,0,7.814,0.705,,664.5,4285,77.5586
K2-266 d,0,14.697,2.93,8.9,538.3,4285,77.5586
K2-266 e,0,19.482,2.73,14.3,490.1,4285,77.5586
K2-268 b,0,2.151894,1.41,,1121,5068,327.783
K2-268 c,0,9.326841,2.69,,688,5068,327.783
K2-268 d,0,4.528598,1.49,,888,5106,327.783
K2-268 e,0,6.131243,1.33,,801,5106,327.783
K2-268 f,0,26.27057,2.23,,492,5106,327.783
K2-269 b,0,4.144965,1.57,,1429,6209,360.76
K2-27 b,0,6.771315,4.48,30.9,902,5248,249.645
K2-270 b,0,1.543069,1.38,,1203,4877,280.518
K2-270 c,0,4.400028,2.95,,848,4877,280.518
K2-271 b,0,8.562421,7.28,,893,5644,564.454
K2-272 b,0,14.453533,2.91,,655,5419,423.065
K2-273 b,0,11.7195663,3.05,,849,5161,308.105
K2-274 b,0,14.129714,2.2,,589,5065,228.327
K2-275 b,0,3.2809626,2.34,,1166,4841,123.438
K2-275 c,0,8.4388385,2.21,,653,4841,123.438
K2-276 b,0,18.718269,3.77,,583,5139,488.152
K2-277 b,0,6.326768,2.18575124,,1049,5680,113.123
K2-278 b,0,3.334966,2.98,,1711,6747,786.439
K2-279 b,0,7.122605,1.21,,879,5558,182.983
K2-28 b,0,2.260455,2.32,,568,3214,62.9969
K2-280 b,0,19.89526,7.5,37.1,787,5500,391.537
K2-281 b,0,8.687721,8.18,,665,4812,458.139
K2-282 b,0,4.169836,2.82,,1057,5523,496.289
K2-283 b,0,1.921036,3.52,,1186,5060,402.915
K2-284 b,0,4.795069,2.78,,653,4140,107.272
K2-285 b,0,3.471745,2.59,9.68,1088.9,4975,154.961
K2-285 c,0,7.138048,3.53,15.68,741.4,4975,154.961
K2-285 d,0,10.45582,2.48,6.5,619.9,4975,154.961
K2-285 e,0,14.76289,1.95,10.7,500.9,4975,154.961
K2-286 b,0,27.359,2.1,,347,3926,76.1486
K2-287 b,0,14.893291,9.494023,100.11645,804,5695,158.335
K2-289 b,0,13.156969,9.1,,753,5529,274.3
K2-29 b,0,3.2589263,11.209,194.82979,1076,5222,178.475
K2-290 b,0,9.21165,3.06,10.9,1230,6302,272.909
K2-290 c,0,48.36685,11.276254,246.00042,676,6302,272.909
K2-291 b,0,2.225177,1.589,6.49,,5520,90.0562
K2-292 b,0,16.9841,2.63,24.5,795,5725,114.293
K2-293 b,0,13.1225,2.45,,750,5532,392.251
K2-294 b,0,2.50387,1.66,,1425,5612,373.078
K2-295 b,0,4.024867,10.054473,106.47305,852,4444,232.801
K2-3 b,0,10.0546535,2.078,5.11,501.3,3844,44.0727
K2-3 c,0,24.646729,1.582,2.68,371.8,3844,44.0727
K2-30 b,0,4.09849,11.982421,187.20187,1203,5575,333.042
K2-308 b,0,3.38628,9.916,,,6100,1314.53
K2-31 b,0,1.25784906,46,551,1688,5340,110.527
K2-312 c,0,921.2,,,,5959,109.86
K2-315 b,0,3.1443189,0.95,,460,3300,56.9686
K2-316 b,0,1.133,1.33,,841,3436,112.486
K2-316 c,0,5.26,1.83,,423,3436,112.486
K2-317 b,0,6.22,2.93,,432,3387,176.291
K2-318 b,0,7.01,1.66,,456,3851,147.866
K2-319 b,0,26.68,2.79,,641,5440,209.071
K2-32 b,0,8.992,5.299,15,837,5271,157.682
K2-32 c,0,20.66093,3.134,8.1,634,5271,157.682
K2-32 d,0,31.71701,3.484,6.7,550,5271,157.682
K2-32 e,0,4.34934,1.212,2.1,1066,5271,157.682
K2-320 b,0,1.995,2.62,,698,3157,108.74
K2-321 b,0,2.2979749,2.05124347,,830,3750,77.6888
K2-322 b,0,8.205,1.92,,635,4141,123.415
K2-323 b,0,24.93,2.1,,318,3710,118.318
K2-324 b,0,3.262,2.43,,707,3752,136.667
K2-325 b,0,6.93,2.2,,423,3287,111.638
K2-326 b,0,1.256,2.28,,1114,3924,282.308
K2-329 b,0,12.4551225,8.675766,82.6358,650,5282,233.237
K2-33 b,0,5.42513,5.76,1144.188,850,3410,139.268
K2-330 b,0,13.774798,2.77,,969,6232,160.125
K2-331 b,0,9.398977,1.79,,909,5994,211.43
K2-331 c,0,22.996591,2.72,,673,5994,211.43
K2-333 b,0,14.759287,6.18,,826,5880,343.99
K2-334 b,0,5.113981,5.65,,1380,6502,371.823
K2-335 b,0,12.283211,2.21,,949,6222,557.993
K2-336 b,0,21.194733,1.22,,569,5424,239.289
K2-337 b,0,16.273563,2.62,,850,5869,421.636
K2-338 b,0,3.850614,1.03,,783,4558,156.951
K2-339 b,0,19.507428,1.92,,508,4857,360.36
K2-34 b,0,2.995629,15.434793,539.67534,1715,6149,348.646
K2-340 b,0,29.740451,3.36,,606,5532,738.136
K2-341 b,0,36.552551,3.21,,598,5817,421.408
K2-342 b,0,11.561052,2.03,,861,5920,208.357
K2-343 b,0,2.787174,1.65,,653,3804,166.169
K2-343 c,0,7.676972,2.02,,465,3804,166.169
K2-344 b,0,3.35585,1.59,,722,4374,75.1691
K2-345 b,0,10.367437,2.11,,437,3779,162.408
K2-346 b,0,26.201446,2.26,,450,4801,105.58
K2-347 b,0,7.187257,2.41,,640,4599,320.336
K2-348 b,0,4.688418,3.26,,908,5077,201.856
K2-348 c,0,12.550171,2.67,,655,5077,201.856
K2-349 b,0,9.032178,1.38,,518,4385,453.567
K2-35 b,0,2.39984,1.4,,979,4680,252.596
K2-35 c,0,5.60912,2.09,,737,4680,252.596
K2-350 b,0,4.163873,1.54,,1158,5789,489.368
K2-350 c,0,19.991944,2.74,,687,5789,489.368
K2-351 b,0,7.806164,2.54,,934,5769,694.734
K2-352 b,0,3.665912,1.37,,1160,5791,176.051
K2-352 c,0,8.234885,1.92,,885,5791,176.051
K2-352 d,0,14.871387,2.23,,727,5791,176.051
K2-353 b,0,15.466805,5.55,,735,5698,268.515
K2-354 b,0,3.793306,1.56,,543,3669,91.722
K2-355 b,0,5.7385647,2.25,,1066,5790,500.497
K2-356 b,0,21.0267366,2.29,,624,5568,355.54
K2-357 b,0,16.3488637,3.72,,735,5794,517.687
K2-358 b,0,11.2510285,2.68,,888,5650,480.307
K2-36 b,0,1.422614,1.43,3.9,1224,4916,109.749
K2-36 c,0,5.340888,3.2,7.8,788,4916,109.749
K2-360 c,0,9.79692,,,912,5679,232.1
K2-365 b,0,23.446873,2.89705396,,,5869,187.222
K2-366 b,0,15.937039,2.359,,,5601,185.947
K2-367 b,0,20.645099,2.413,,,4348,176.965
K2-368 b,0,5.025598,1.332,,,4663,206.608
K2-368 c,0,9.660186,1.361,,,4663,206.608
K2-368 d,0,20.201085,1.948,,,4663,206.608
K2-369 b,0,5.761612,1.313,,,5682,185.55
K2-37 b,0,4.44117,1.61,,974,5413,179.943
K2-37 c,0,6.42904,2.75,,861,5413,179.943
K2-37 d,0,14.09229,2.31,12.5,646,5352,179.943
K2-370 b,0,2.14084,3.207,,,5377,144.202
K2-371 b,0,3.114905,13.024,,,4925,442.813
K2-372 b,0,9.844077,2.945,,,5479,463.88
K2-373 b,0,11.02066,2.061,,,6138,229.567
K2-374 b,0,4.521953,1.593,,,5789,359.439
K2-374 c,0,16.43445,2.213,,,5789,359.439
K2-375 b,0,14.453895,2.243,,,5822,696.1
K2-376 b,0,5.776475,1.736,,,5937,161.61
K2-377 b,0,12.832235,1.693,,,4200,195.149
K2-378 b,0,2.060438,2.88,,,4823,687.973
K2-379 b,0,8.777247,2.181,,,4603,182.207
K2-38 b,0,4.01593,1.54,7.3,1266,5731,192.69
K2-38 c,0,10.56103,2.29,8.3,916,5731,192.69
K2-380 b,0,9.401312,2.729,,,5911,249.303
K2-381 b,0,7.939256,1.08322371,,,4661,145.701
K2-381 c,0,16.035054,2.05816745,,,4661,145.701
K2-381 d,0,26.803023,1.689,,,4473,145.701
K2-382 b,0,21.700156,2.072,,,5452,278.412
K2-383 b,0,1.865962,1.564,,,5129,203.788
K2-384 b,0,2.231527,1.076,,,3623,82.6603
K2-384 c,0,4.194766,1.191,,,3623,82.6603
K2-384 d,0,6.679582,1.392,,,3623,82.6603
K2-384 e,0,9.715043,1.345,,,3623,82.6603
K2-384 f,0,13.62749,2.222,,,3623,82.6603
K2-385 b,0,2.380867,1.539,,,4844,420.819
K2-386 b,0,7.473223,2.32,,,5749,428.785
K2-387 b,0,28.735327,7.322,,,3572,266.318
K2-388 b,0,6.33932,3.9,,874,5310,290.495
K2-389 b,0,8.58289,2.33,,932,5773,259.208
K2-389 c,0,20.851337,2.04,,,5782,259.208
K2-39 b,0,4.60543,8.2,50.3,,4881,307.47
K2-390 b,0,3.312792,4.662,,,5558,456.122
K2-391 b,0,4.622654,1.371,,,5543,507.94
K2-392 b,0,15.398723,1.85,,,5726,406.985
K2-393 b,0,10.413181,2.352,,,5678,265.914
K2-394 b,0,5.095717,1.692,,,4938,98.0152
K2-395 b,0,4.803352,2.597,,,5007,286.727
K2-395 c,0,8.491282,3.395,,,5007,286.727
K2-396 b,0,0.673862,1.579,,,5236,274.864
K2-396 c,0,25.76051,3.124,,,5236,274.864
K2-397 b,0,3.572326,2.417,,,5387,199.354
K2-398 b,0,6.393025,2.274,,,5946,606.992
K2-398 c,0,18.787839,5.098,,,5946,606.992
K2-4 b,0,10.00329,2.37,,563,4197,231.828
K2-400 b,0,3.865053,1.163,,,3578,62.3804
K2-401 b,0,6.293099,2.262,,,4213,200.727
K2-402 b,0,17.27474,2.678,,,5716,523.055
K2-403 b,0,33.589979,5.333,,,5511,246.599
K2-404 b,0,13.115365,2.53,,,3748,121.63
K2-405 b,0,3.435471,4.569,,,4927,197.234
K2-406 b,0,22.549406,4.602,,,5784,85.3751
K2-407 b,0,4.941907,1.283,,,5563,218.376
K2-407 c,0,9.22453,1.36,,,5563,218.376
K2-408 b,0,20.978959,1.677,,,5335,162.306
K2-409 b,0,1.908084,2.482,,,5742,431.031
K2-411 b,0,3.2141,0.9898,,,5711,298.219
K2-412 b,0,5.9382,2.116,,,5590,654.085
K2-413 b,0,0.8094,0.7599,,,4116,285.162
K2-413 c,0,5.3301,1.2327,,,4116,285.162
K2-414 b,0,4.3696,1.219,,,4343,260.036
K2-414 c,0,6.669,1.9287,,,4343,260.036
K2-415 b,0,4.0179694,1.015,7.5,412.4,3173,21.8182
K2-416 b,0,13.102,2.66,1652.707716,447,3746,120.311
K2-417 b,0,6.535,3.31,699.2224954,558,3861,94.0424
K2-419 A b,0,20.35847252,10.55,196,377,3711,268.685
K2-42 b,0,6.68796,2.15,,,4613,396.913
K2-43 b,0,3.471341,4.75,,,3889.72,182.536
K2-43 c,0,2.198884,2.42,,1093.7,3840.6,182.536
K2-44 b,0,5.657,2.433,,,5912,476.703
K2-45 b,0,1.729257,10.44,,,4262.1,495.317
K2-46 b,0,19.15454,2.47140597,,,6114,449.237
K2-47 b,0,31.6372,1.89,,,5054,349.881
K2-48 b,0,20.5065,2.24,,,4899,313.764
K2-49 b,0,2.77065,1.93,,,4175,457.125
K2-5 b,0,5.73594,1.91,,565,3930,202.943
K2-5 c,0,10.93241,2.26,,456,3930,202.943
K2-50 b,0,8.7529,1.59,,,4326,257.443
K2-52 b,0,3.535055,18,,2004,7147,1038.41
K2-53 b,0,12.20772,2.6,,665,5263,138.018
K2-54 b,0,9.7833,2.6116925,,560,3990,174.955
K2-55 b,0,2.849271,4.43,44,900,4300,159.522
K2-57 b,0,9.0073,2.30905002,,635.8,4413,264.213
K2-58 b,0,7.052475,2.59425303,,,5134,181.746
K2-58 c,0,2.537071,1.62512091,,,5134,181.746
K2-58 d,0,22.88159,1.75221592,,,5134,181.746
K2-59 b,0,20.6921,2.41,,,5055,311.313
K2-59 c,0,11.2954,2.3,,,5055,311.313
K2-6 b,0,30.94191,2.5,,615,5850,316.819
K2-60 b,0,3.00265,7.655747,135.39558,1400,5500,491.87
K2-61 b,0,2.57336,1.92,,1325,5748,405.732
K2-62 b,0,6.671774,1.92561267,,,4636,112.467
K2-62 c,0,16.197201,1.89069587,,,4636,112.467
K2-63 b,0,20.257,3.22,,,6771,517.534
K2-63 c,0,25.4556,3.9,,,6771,517.534
K2-64 b,0,6.53044,2.07,,,5312,499.891
K2-65 b,0,12.647815,1.38162499,,,4799,
K2-66 b,0,5.06963,2.49,21.3,1372,5887,513.877
K2-68 b,0,8.054787,1.82830556,,,4893,168.652
K2-69 b,0,7.06599,2.32,,,4127,180.697
K2-7 b,0,28.6781,4.03523305,,786,5700,738.553
K2-70 b,0,13.978518,2.75039475,,,5131,232.964
K2-71 b,0,6.98541,2.15,,,4006,153.192
K2-72 b,0,5.577212,1.08,,,3360.47,66.4321
K2-72 c,0,15.189034,1.16,,,3360.47,66.4321
K2-72 d,0,7.760178,1.01,,,3360.47,66.4321
K2-73 b,0,7.49556,2.58,9.2,968,5867,269.183
K2-73 c,0,1000,,,186.1,5867,269.183
K2-74 b,0,19.565557,2.95906745,,,5929,377.822
K2-75 b,0,7.817949,2.54862479,,,6022,561.93
K2-75 c,0,18.286069,2.62624197,,,6022,561.93
K2-77 b,0,8.2000844,2.4996027,,806,5160,141.731
K2-79 b,0,10.9947,4.09,9.2,1022,5897,256.011
K2-8 b,0,10.35239,3.58,,631,4870,403.513
K2-8 c,0,5.06416,2.41,,801,4870,403.513
K2-80 b,0,19.09995,2.11327433,,,5377,200.802
K2-80 c,0,5.605309,1.48914397,,,5377,200.802
K2-80 d,0,28.867253,2.55211506,,,5377,200.802
K2-81 b,0,6.102325,1.97,,,4674.13,252.318
K2-83 b,0,2.747227,1.71,,,3875.75,125.529
K2-83 c,0,9.997442,2.11,,,3875.75,125.529
K2-84 b,0,6.4215,2.41,,,5652,284.876
K2-84 c,0,27.86,2.03,,,5652,284.876
K2-85 b,0,0.6845386262,1.4,3.2,1355,4232,97.2179
K2-86 b,0,8.775864,1.97521161,,,5129,258.699
K2-87 b,0,9.726618,7.6,,979,5747,491.242
K2-88 b,0,4.61228,2.3,,,3624.15,110.561
K2-89 b,0,1.095979,1.08,,,3677,86.0386
K2-90 b,0,13.733314,2.6,,502,4484,134.188
K2-90 c,0,2.900706,1.3,,,4421.98,134.188
K2-91 b,0,1.419604,1.22,,,3488.9,62.5785
K2-95 b,0,10.13389,3.47,,,3471,179.854
K2-97 b,0,8.407115,13.45077684,174.4877954,1566,4673,878.43
K2-98 b,0,10.1367349,5.06645928,34.00763955,1185,6260,518.625
K2-99 b,0,18.24783,11.88151954,276.5107141,1184,6069,519.229
K2-99 c,0,522.2,,,390,6069,519.229
KELT-1 b,0,1.217514,12.442,8654.15,,6516,268.43
KELT-10 b,0,4.1662739,15.681391,215.80657,1377,5948,188.404
KELT-11 b,0,4.736529,15.35633,61.97685,1712,5370,99.1596
KELT-12 b,0,5.031623,19.95202,301.9385,1800,6279,368.03
KELT-14 b,0,1.7100588,17.03768,380.12468,1904,5802,250.121
KELT-15 b,0,3.329441,16.174587,289.2253,1642,6003,324.683
KELT-16 b,0,0.9689951,15.860735,874.0325,2453,6236,444.586
KELT-17 b,0,3.0801716,17.093725,416.3573,2087,7454,226.5
KELT-18 b,0,2.8717518,17.59813,375.0394,2085,6670,321.376
KELT-19 A b,0,4.6117093,21.40919,1293.5681,1935,7500,300.276
KELT-2 A b,0,4.113791,14.45961,485.32641,,6148,134.058
KELT-20 b,0,3.4741085,19.514869,1074.90106,2262,8720,136.426
KELT-21 b,0,3.6127647,17.777474,1242.7153,2051,7598,470.878
KELT-23 A b,0,2.255251,14.829507,298.12454,1561,5899,126.261
KELT-24 b,0,5.5514926,14.257848,1646.3594,1459,6509,96.5173
KELT-3 b,0,2.7033904,15.076,469.415,1816,6306,210.252
KELT-4 A b,0,2.9895932,19.044091,286.68266,1823,6206,218.05
KELT-6 b,0,7.8457,13.372,136.661,1313,6102,240.726
KELT-6 c,0,1276,,,,6272,240.726
KELT-7 b,0,2.7347749,17.183397,406.8224,2048,6789,136.681
KELT-8 b,0,3.24406,20.84874,275.55861,1675,5754,197.572
KELT-9 b,0,1.4811235,21.196219,915.3504,4050,10170,204.455
KIC 10001893 b,0,0.2197,,,,27500,1672.94
KIC 10001893 c,0,0.32528,,,,27500,1672.94
KIC 10001893 d,0,0.81161,,,,27500,1672.94
KIC 10068024 b,0,2.073549,,,,6118.4,721.105
KIC 10525077 b,0,854.083,5.5,,,6091,1461.15
KIC 3526061 b,0,3552,,,,4829,401.229
KIC 3558849 b,0,1322.3,6.9,,,6175,1215.7
KIC 5437945 b,0,440.786134,6.7,,308,6340,1274.01
KIC 5479689 b,0,1.701531,,,,5459.1,454.95
KIC 7917485 b,0,840,,,,7067,1382.89
KIC 8121913 b,0,3.294601,,,,5975.3,707.303
KIC 8540376 b,0,31.8099,4.1,,,6474,1072.3
KIC 8540376 c,0,75.2,2.4,,,6474,1072.3
KIC 9663113 b,0,572.383277,3.78,,232,6065,1594.74
KMT-2016-BLG-0212L b,0,,,10.9,,,6000
KMT-2016-BLG-1105L b,0,,,9.51,,,5280
KMT-2016-BLG-1107L b,0,,,1043,,,6651
KMT-2016-BLG-1397L b,0,,,2200,,,6600
KMT-2016-BLG-1820L b,0,,,1450,,,6260
KMT-2016-BLG-1836L b,0,,,730,,,6500
KMT-2016-BLG-2142L b,0,,,4923,,,7010
KMT-2016-BLG-2321L b,0,,,301.9369867,,,3580
KMT-2016-BLG-2364L b,0,,,1250,,,6440
KMT-2016-BLG-2397L b,0,,,836,,,4880
KMT-2016-BLG-2605L b,0,,,245.0457018,,,6421
KMT-2017-BLG-0165L b,0,,,34,,,4530
KMT-2017-BLG-0428L b,0,,,5.55,,,5400
KMT-2017-BLG-0673L b,0,,,1166.430254,,,5080
KMT-2017-BLG-0849L b,0,,,6.39,,,7220
KMT-2017-BLG-1003L b,0,,,6.75,,,7030
KMT-2017-BLG-1038L b,0,,,760,,,6100
KMT-2017-BLG-1057L b,0,,,23.5,,,6500
KMT-2017-BLG-1146L b,0,,,270,,,6600
KMT-2017-BLG-1194L b,0,,,3.54,,,4240
KMT-2017-BLG-2197L b,0,,,2809.603118,,,7800
KMT-2017-BLG-2331L b,0,,,171,,,8030
KMT-2017-BLG-2509L b,0,,,664.2613706,,,7040
KMT-2018-BLG-0029L b,0,,,8.69,,,3760
KMT-2018-BLG-0030L b,0,,,460.8511902,,,6480
KMT-2018-BLG-0087L b,0,,,73.10053361,,,7020
KMT-2018-BLG-0247L b,0,,,648.3699503,,,6840
KMT-2018-BLG-0748L b,0,,,60,,,7300
KMT-2018-BLG-0885L b,0,,,9217.023803,,,6890
KMT-2018-BLG-1025L b,0,,,4.447,,,7450
KMT-2018-BLG-1292L b,0,,,1400,,,3460
KMT-2018-BLG-1743L b,0,,,512.3393921,,,6039
KMT-2018-BLG-1976L b,0,,,622.9436777,,,5840
KMT-2018-BLG-1988L b,0,,,5.56,,,4150
KMT-2018-BLG-1990L b,0,,,111,,,967
KMT-2018-BLG-1996L b,0,,,346.4329636,,,5910
KMT-2018-BLG-2602L b,0,,,365.5026681,,,4310
KMT-2019-BLG-0253L b,0,,,9.2,,,4900
KMT-2019-BLG-0297L b,0,,,6038.739733,,,3090
KMT-2019-BLG-0298L b,0,,,567.9593633,,,6555
KMT-2019-BLG-0335L b,0,,,6674.396547,,,7710
KMT-2019-BLG-0371L b,0,,,3807.584316,,,7040
KMT-2019-BLG-0414L b,0,,,680.152791,,,4410
KMT-2019-BLG-0578L b,0,,,381.3940884,,,7300
KMT-2019-BLG-0842L b,0,,,10.28,,,3320
KMT-2019-BLG-0953L b,0,,,15.5,,,7200
KMT-2019-BLG-1042L b,0,,,60.38739733,,,6600
KMT-2019-BLG-1216L b,0,,,28.60455663,,,2649
KMT-2019-BLG-1339L b,0,,,397,,,6120
KMT-2019-BLG-1367L b,0,,,4.12,,,4670
KMT-2019-BLG-1552L b,0,,,1287.205048,,,4600
KMT-2019-BLG-1715L b,0,,,454.494622,,,3770
KMT-2019-BLG-1806L b,0,,,4.63,,,6680
KMT-2019-BLG-1953L b,0,,,200,,,7040
KMT-2019-BLG-2783L b,0,,,368.6809521,,,5910
KMT-2019-BLG-2974L b,0,,,88.99195396,,,6100
KMT-2020-BLG-0414L b,0,,,0.96,,,800
KMT-2020-BLG-0414L c,0,,,3972.855088,,,690
KMT-2021-BLG-0119L b,0,,,1802.087068,,,3690
KMT-2021-BLG-0171L b,0,,,12.1,,5200,4700
KMT-2021-BLG-0192L b,0,,,34.96112477,,,5120
KMT-2021-BLG-0240L b,0,,,127.1313628,,,7000
KMT-2021-BLG-0320L b,0,,,31.7828407,,,6950
KMT-2021-BLG-0322L b,0,,,2034.101805,,,6600
KMT-2021-BLG-0712L b,0,,,38.19,,,3090
KMT-2021-BLG-0736L b,0,,,21,,,7000
KMT-2021-BLG-0748L b,0,,,149.3793513,,,6090
